1, 100000,0.005803,100000,9.800969
2, 100000,0.011918,95011,5.742501
3, 100000,0.038263,98554,5.185538
4, 100000,0.105578,99511,7.654330
5, 100000,0.080060,99710,5.388177
6, 100000,0.063123,99040,4.313917
7, 100000,0.044317,97363,4.333761
8, 100000,0.063112,97636,9.907016
9, 100000,0.048990,99104,6.281639
10, 100000,0.096304,99410,7.005757
11, 100000,0.048138,98788,6.147996
12, 100000,0.066732,97405,6.325538
13, 100000,0.051164,99028,6.060254
14, 100000,0.100941,98310,5.793254
15, 100000,0.047044,98524,9.793431
16, 100000,0.039488,98188,5.905265
17, 100000,0.052500,98359,7.969495
18, 100000,0.050943,98962,6.948059
19, 100000,0.044189,98560,8.030377
20, 100000,0.111263,98379,7.797034
21, 100000,0.109621,98896,6.945749
22, 100000,0.055831,98337,6.943588
23, 100000,0.055053,98591,7.061096
24, 100000,0.050008,98439,6.639348
25, 100000,0.058103,97755,7.574893
26, 100000,0.054257,98456,6.903016
27, 100000,0.065102,98966,6.671652
28, 100000,0.028574,95873,7.261264
29, 100000,0.070409,98961,7.033075
30, 100000,0.067844,98262,6.576395
31, 100000,0.086945,98565,6.668348
32, 100000,0.065966,98660,11.161996
33, 100000,0.108031,99079,9.785771
34, 100000,0.053933,99030,10.577857
35, 100000,0.088694,99317,6.278299
36, 100000,0.064183,98971,8.033798
37, 100000,0.145334,99281,6.746062
38, 100000,0.092019,99451,6.108656
39, 100000,0.054779,99321,11.003967
40, 100000,0.082091,99253,7.222297
41, 100000,0.059020,99475,6.219080
42, 100000,0.063212,99156,6.186873
43, 100000,0.091655,99254,5.871725
44, 100000,0.086820,99152,5.705610
45, 100000,0.057788,98848,6.420233
46, 100000,0.096229,99726,6.891107
47, 100000,0.060361,99018,7.592119
48, 100000,0.057752,99016,7.235989
49, 100000,0.129509,98846,8.068588
50, 100000,0.076400,99418,7.394433
51, 100000,0.060130,99463,6.687371
52, 100000,0.062878,99502,6.914973
53, 100000,0.101908,98673,7.000721
54, 100000,0.052351,98768,6.697077
55, 100000,0.063041,99149,7.028940
56, 100000,0.074427,99582,6.527751
57, 100000,0.066161,99541,6.819207
58, 100000,0.082756,99397,7.051184
59, 100000,0.068035,99518,6.923667
60, 100000,0.057788,98735,7.321692
