1, 100000,0.008543,100000,14.495025
2, 100000,0.029927,100000,6.843456
3, 100000,0.044880,100000,5.308030
4, 100000,0.076352,100000,5.719675
5, 100000,0.094751,100000,5.513507
6, 100000,0.065644,100000,5.789793
7, 100000,0.086678,100000,6.080892
8, 100000,0.050947,100000,3.725806
9, 100000,0.049283,100000,3.817995
10, 100000,0.043038,100000,3.869350
11, 100000,0.045877,100000,3.780921
12, 100000,0.039475,100000,3.798561
13, 100000,0.033735,100000,4.277583
14, 100000,0.055705,100000,3.586784
15, 100000,0.038841,100000,3.881021
16, 100000,0.042926,100000,4.032039
17, 100000,0.032128,100000,3.616570
18, 100000,0.035307,100000,3.832882
19, 100000,0.030215,100000,3.758234
20, 100000,0.040901,100000,3.482692
21, 100000,0.049602,100000,3.895739
22, 100000,0.044641,100000,3.599834
23, 100000,0.039774,100000,4.199843
24, 100000,0.040839,100000,3.694771
25, 100000,0.047739,100000,3.650740
26, 100000,0.064011,100000,3.569567
27, 100000,0.039800,100000,3.687596
28, 100000,0.041787,100000,3.574593
29, 100000,0.045615,100000,3.461554
30, 100000,0.048789,100000,3.801901
31, 100000,0.042976,100000,3.508579
32, 100000,0.046897,100000,3.597387
33, 100000,0.039432,100000,3.444514
34, 100000,0.048710,100000,3.466046
35, 100000,0.041157,100000,3.653094
36, 100000,0.050971,100000,3.343287
37, 100000,0.047829,100000,3.390013
38, 100000,0.043599,100000,3.687336
39, 100000,0.052969,100000,3.296051
40, 100000,0.044874,100000,3.391433
41, 100000,0.046796,100000,3.439101
42, 100000,0.048217,100000,3.333237
43, 100000,0.045962,100000,3.649753
44, 100000,0.054457,100000,3.709040
45, 100000,0.091583,100000,3.557009
46, 100000,0.039346,100000,3.922859
47, 100000,0.042777,100000,3.293810
48, 100000,0.057611,100000,3.299083
49, 100000,0.050955,100000,3.266685
50, 100000,0.069100,100000,3.411089
51, 100000,0.052105,100000,3.319057
52, 100000,0.123079,100000,3.521025
53, 100000,0.060685,100000,3.671978
54, 100000,0.055131,100000,3.379550
55, 100000,0.047575,100000,3.713976
56, 100000,0.046445,100000,3.376236
57, 100000,0.080587,100000,3.344225
58, 100000,0.081333,100000,3.381701
59, 100000,0.050487,100000,3.310948
60, 100000,0.053521,100000,3.389174
61, 100000,0.056133,100000,3.572528
62, 100000,0.069816,100000,3.270385
63, 100000,0.053408,100000,3.355389
64, 100000,0.062572,100000,3.539891
65, 100000,0.068181,100000,3.526459
66, 100000,0.056828,100000,3.483441
67, 100000,0.062622,100000,3.369080
68, 100000,0.060514,100000,3.352411
69, 100000,0.059621,100000,3.790507
70, 100000,0.058024,100000,3.993212
71, 100000,0.047925,100000,4.016498
72, 100000,0.058525,100000,3.903302
73, 100000,0.064200,100000,4.107909
74, 100000,0.074462,100000,3.933565
75, 100000,0.056749,100000,4.115323
76, 100000,0.052798,100000,4.037008
77, 100000,0.065458,100000,3.650579
78, 100000,0.056707,100000,3.857487
79, 100000,0.081948,100000,3.649473
80, 100000,0.072240,100000,3.791087
81, 100000,0.095538,100000,3.666660
82, 100000,0.058874,100000,3.762829
83, 100000,0.088713,100000,3.476048
84, 100000,0.054810,100000,3.600405
85, 100000,0.056597,100000,3.547981
86, 100000,0.069947,100000,4.893297
87, 100000,0.067657,100000,3.981744
88, 100000,0.075862,100000,4.444479
89, 100000,0.052653,100000,3.441047
90, 100000,0.056463,100000,3.362097
91, 100000,0.059175,100000,3.523755
92, 100000,0.061799,100000,3.450714
93, 100000,0.051081,100000,3.404150
94, 100000,0.060273,100000,3.486998
95, 100000,0.074045,100000,4.409706
96, 100000,0.066414,100000,3.431622
97, 100000,0.072182,100000,3.457981
98, 100000,0.055362,100000,3.451088
99, 100000,0.055706,100000,3.430492
100, 100000,0.053570,100000,3.583993
101, 100000,0.058856,100000,3.581615
102, 100000,0.064030,100000,3.370511
103, 100000,0.060512,100000,3.417997
104, 100000,0.050597,100000,3.545195
105, 100000,0.064567,100000,3.461204
106, 100000,0.053905,100000,3.437705
107, 100000,0.065411,100000,3.455673
108, 100000,0.065191,100000,3.393176
109, 100000,0.042825,100000,3.534685
110, 100000,0.055113,100000,3.409971
111, 100000,0.063904,100000,3.493637
112, 100000,0.057352,100000,3.390413
113, 100000,0.061442,100000,3.336925
114, 100000,0.058195,100000,3.301192
115, 100000,0.062783,100000,3.372254
116, 100000,0.057353,100000,3.446579
117, 100000,0.062848,100000,3.366281
118, 100000,0.068606,100000,3.506505
119, 100000,0.066694,100000,3.355529
120, 100000,0.060267,100000,3.378669
121, 100000,0.060201,100000,3.341827
122, 100000,0.075339,100000,3.452832
123, 100000,0.059340,100000,3.348635
124, 100000,0.070869,100000,3.307829
125, 100000,0.061656,100000,3.383028
126, 100000,0.071853,100000,3.345300
127, 100000,0.057758,100000,3.347817
128, 100000,0.057726,100000,3.342768
129, 100000,0.064681,100000,3.401660
130, 100000,0.061143,100000,3.471040
131, 100000,0.057784,100000,3.621315
132, 100000,0.063346,100000,3.400982
133, 100000,0.061484,100000,3.325296
134, 100000,0.046351,100000,3.585988
135, 100000,0.057649,100000,3.401029
136, 100000,0.063736,100000,3.371656
137, 100000,0.061851,100000,3.359902
138, 100000,0.565337,100000,3.261861
139, 100000,0.067190,100000,3.333282
140, 100000,0.068015,100000,3.547892
